Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text,Document Type,Source,EID
"Di Lemma L.C.G., Dickson J.M., Jedras P., Roefs A., Field M.","Priming of conflicting motivational orientations in heavy drinkers: Robust effects on self-report but not implicit measures",2015,"Frontiers in Psychology","6","OCT", 1465,"","",,3,10.3389/fpsyg.2015.01465,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947243247&doi=10.3389%2ffpsyg.2015.01465&partnerID=40&md5=5f40220e9b24ff050c10b1f4119e8503","We report results from three experimental studies that investigated the independence of approach and avoidance motivational orientations for alcohol, both of which operate within controlled and automatic cognitive processes. In order to prime their approach or avoidance motivational orientations, participants watched brief videos, the content of which (positive or negative depictions of alcohol, or neutral) varied by experimental group. Immediately after watching the videos, participants completed self-report (Approach and Avoidance of Alcohol Questionnaire; all studies) and implicit (visual probe task in study 1, stimulus-response compatibility task in studies 2 and 3) measures of alcohol-related approach and avoidance. In study 3, we incorporated an additional experimental manipulation of thought suppression in an attempt to maximize the influence of the videos on implicit measures. Findings were consistent across all three studies: increases in self-reported approach inclinations were mirrored by decreases in avoidance inclinations, and vice versa. However, a combined analysis of data from all studies demonstrated that changes in approach inclinations were partially independent of changes in avoidance inclinations. There were no effects on implicit alcohol-related processing biases, although methodological issues may partially account for these findings. Our findings demonstrate that subjective approach and avoidance inclinations for alcohol tend to fluctuate in parallel, but changes in approach inclinations may be partially independent from changes in avoidance inclinations. We discuss methodological issues that may partially account for our findings. © 2015 Di Lemma, Dickson, Jedras, Roefs and Field.","Alcohol; Ambivalence; Approach; Automatic; Avoidance; Implicit; Thought suppression",,,,Article,Scopus,2-s2.0-84947243247
"Adams S., Attwood A.S., Munafò M.R.","Effects of nicotine and nicotine expectancy on attentional bias for emotional stimuli",2015,"Nicotine and Tobacco Research","17","6",,"697","703",,,10.1093/ntr/ntu219,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942083451&doi=10.1093%2fntr%2fntu219&partnerID=40&md5=afb4f1d90cf5a8a8ff3a345b43edcc2a","Introduction: Nicotine's effects on mood are thought to enhance its addictive potential. However, the mechanisms underlying the effects of nicotine on affect regulation have not been reliably demonstrated in human laboratory studies. We investigated the effects of nicotine abstinence (Experiment 1), and nicotine challenge and expectancy (Experiment 2) on attentional bias towards facial emotional stimuli differing in emotional valence. Methods: In Experiment 1, 46 nicotine-deprived smokers were randomized to either continue to abstain from smoking or to smoke immediately before testing. In Experiment 2, 96 nicotine-deprived smokers were randomized to smoke a nicotinized or denicotinized cigarette and to be told that the cigarette did or did not contain nicotine. In both experiments participants completed a visual probe task, where positively valenced (happy) and negatively valenced (sad) facial expressions were presented, together with neutral facial expressions. Results: In Experiment 1, there was evidence of an interaction between probe location and abstinence on reaction time, indicating that abstinent smokers showed an attentional bias for neutral stimuli. In Experiment 2, there was evidence of an interaction between probe location, nicotine challenge and expectation on reaction time, indicating that smokers receiving nicotine, but told that they did not receive nicotine, showed an attentional bias for emotional stimuli. Conclusions: Our data suggest that nicotine abstinence appears to disrupt attentional bias towards emotional facial stimuli. These data provide support for nicotine's modulation of attentional bias as a central mechanism for maintaining affect regulation in cigarette smoking. © The Author 2014. Published by Oxford University Press on behalf of the Society for Research on Nicotine and Tobacco. All rights reserved.",,"nicotine; nicotine; nicotinic agent; adult; anxiety disorder; Article; attentional bias; behavior assessment; behavior control; clinical assessment tool; controlled clinical trial; controlled study; depression; double blind procedure; emotionality; evidence based medicine; expectancy; facial expression; Fagerstrom Test for Nicotine Dependence; female; happiness; human; irritability; male; middle aged; Minnesota Nicotine Withdrawal Scale; neuromodulation; patient attitude; placebo effect; Positive and Negative Affect Schedule; priority journal; Questionnaire of Smoking Urges; response time; sadness; smoking; smoking cessation; stimulus response; task performance; validity; visual analog scale; visual stimulation; withdrawal syndrome; adolescent; affect; attention; drug effects; emotion; psychology; randomization; reaction time; smoking; smoking cessation; Substance Withdrawal Syndrome; tobacco dependence; young adult; Adolescent; Adult; Affect; Attention; Double-Blind Method; Emotions; Facial Expression; Female; Humans; Male; Middle Aged; Nicotine; Nicotinic Agonists; Random Allocation; Reaction Time; Smoking; Smoking Cessation; Substance Withdrawal Syndrome; Tobacco Use Disorder; Young Adult","ES/G007489/1, ESRC, Economic and Social Research Council",,Article,Scopus,2-s2.0-84942083451
"Lattimore P., Mead B.R.","See it, grab it, or STOP! Relationships between trait impulsivity, attentional bias for pictorial food cues and associated response inhibition following in-vivo food cue exposure",2015,"Appetite","90",,,"248","253",,10,10.1016/j.appet.2015.02.020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926480471&doi=10.1016%2fj.appet.2015.02.020&partnerID=40&md5=5bb9799a32e4c489f9504ba8973e2a15","Impulsivity is associated with appetitive behaviour such as heightened sensitivity to cues of reward. Impulsivity may thus confer a vulnerability to weight gain by virtue of over-responsiveness to rewarding appetitive cues. This vulnerability should be detectable as heightened cognitive and behavioural responsiveness to food cues, namely, an attentional bias to food-stimuli, subjective wanting, and loss of inhibitory control. We examined this proposition by measuring reactions to acute, in-vivo, food-cue exposure in low-impulsive and high-impulsive individuals. We expected that high-impulsive individuals would: (1) show a greater attentional bias towards pictorial food cues presented after in-vivo food cue exposure; (2) show a greater appetitive reaction to high-calorie snack foods; and (3) show poorer inhibitory control after in vivo exposure compared to control. Fifty female participants (25 yr ± 1.1; 24 kg/m2 ± 0.6) randomly allocated to either a high-calorie food-cue exposure or food-neutral control condition subsequently completed a food-cue visual probe reaction time task, subjective ratings of appetitive state and the Stop-Signal task. A significant Group-by-Duration interaction indicated that high-impulsives show slowed disengagement (longer RTs for 2000 ms duration) of pictorial food stimuli compared to their low-impulsive counterparts. Conversely, the low impulsive group show greater attentional bias than the high impulsive group (faster RTs) at the 500 ms duration, indicating speeded detection of pictorial food cues. High-impulsives showed poorer response inhibition compared to low-impulsives following in-vivo food-cue exposure. Impulsivity did not significantly moderate the effect of in-vivo cue-exposure on desire-to-eat ratings. The evidence we obtained regarding inhibitory control following in vivo food cue exposure suggests that high-impulsive individuals may be prone to overeat when their reward systems are activated, a hypothesis that requires further confirmation. © 2015.","Attentional bias; Cue-reactivity; Impulsivity; Obesity","adult; appetite; Article; attentional bias; controlled study; experimental behavioral test; fast food; female; human; impulsiveness; in vivo study; inhibition (psychology); male; neurobiology; pictorial food cue; response time; stimulus response; association; attention; feeding behavior; food; inhibition (psychology); photostimulation; procedures; psychology; reaction time; reward; vision; weight gain; young adult; Adult; Appetite; Attention; Cues; Feeding Behavior; Female; Food; Humans; Impulsive Behavior; Inhibition (Psychology); Male; Photic Stimulation; Reaction Time; Reward; Visual Perception; Weight Gain; Young Adult",,,Article,Scopus,2-s2.0-84926480471
"Waters A.M., Forrest K., Peters R.-M., Bradley B.P., Mogg K.","Attention bias to emotional information in children as a function of maternal emotional disorders and maternal attention biases",2015,"Journal of Behavior Therapy and Experimental Psychiatry","46",,,"158","163",,7,10.1016/j.jbtep.2014.10.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908450630&doi=10.1016%2fj.jbtep.2014.10.002&partnerID=40&md5=0771e37250bdd7a2018e45639d4b00f1","Background and objectives Children of parents with emotional disorders have an increased risk for developing anxiety and depressive disorders. Yet the mechanisms that contribute to this increased risk are poorly understood. The present study aimed to examine attention biases in children as a function of maternal lifetime emotional disorders and maternal attention biases.Methods There were 134 participants, including 38 high-risk children, and their mothers who had lifetime emotional disorders; and 29 low-risk children, and their mothers without lifetime emotional disorders. Mothers and children completed a visual probe task with emotional face pairs presented for 500 ms.Results Attention bias in children did not significantly differ solely as a function of whether or not their mothers had lifetime emotional disorders. However, attention bias in high-risk children was significantly related to their mothers' attention bias. Specifically, children of mothers with lifetime emotional disorders showed a greater negative attention bias if their mothers had a greater tendency to direct attention away from positive information.Limitations This study was cross-sectional in nature, and therefore unable to assess long-term predictive effects. Also, just one exposure duration of 500 ms was utilised.Conclusion Attention bias for negative information is greater in offspring of mothers who have lifetime emotional disorders and a reduced positive bias, which could be a risk marker for the development of emotional disorders in children. © 2014 Elsevier Ltd. All rights reserved.","Attention biases; Children; Lifetime emotional disorders; Mothers","Article; attentional bias; child; child health care; cross-sectional study; Depression Anxiety Stress Scale; DSM-IV; emotional disorder; emotionality; Epidemiologic Studies Depression Scale for Children; high risk patient; human; low risk patient; major clinical study; maternal attitude; mental function; named inventories, questionnaires and rating scales; predictive value; Spence Children's Anxiety Scale, Parent version; State Trait Anxiety Inventory; adult; attention; attention deficit disorder; female; male; middle aged; mood disorder; mother; physiology; psychology; statistical bias; young adult; Adult; Attention; Attention Deficit Disorder with Hyperactivity; Bias (Epidemiology); Child; Child of Impaired Parents; Cross-Sectional Studies; Female; Humans; Male; Middle Aged; Mood Disorders; Mothers; Young Adult","DP1095536, ARC, Australian Research Council","This research was supported by Australian Research Council Grant DP1095536 awarded to Dr Allison Waters.",Article,Scopus,2-s2.0-84908450630
"Cardi V., Corfield F., Leppanen J., Rhind C., Deriziotis S., Hadjimichalis A., Hibbs R., Micali N., Treasure J.","Emotional processing of infants displays in eating disorders",2014,"PLoS ONE","9","12", e113191,"","",,10,10.1371/journal.pone.0113191,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914696655&doi=10.1371%2fjournal.pone.0113191&partnerID=40&md5=20f3d44fdff7c3bfa4eb307b78d5d075","Aim: The aim of this study is to examine emotional processing of infant displays in people with Eating Disorders (EDs). Background: Social and emotional factors are implicated as causal and maintaining factors in EDs. Difficulties in emotional regulation have been mainly studied in relation to adult interactions, with less interest given to interactions with infants. Method: A sample of 138 women were recruited, of which 49 suffered from Anorexia Nervosa (AN), 16 from Bulimia Nervosa (BN), and 73 were healthy controls (HCs). Attentional responses to happy and sad infant faces were tested with the visual probe detection task. Emotional identification of, and reactivity to, infant displays were measured using self-report measures. Facial expressions to video clips depicting sad, happy and frustrated infants were also recorded. Results: No significant differences between groups were observed in the attentional response to infant photographs. However, there was a trend for patients to disengage from happy faces. People with EDs also reported lower positive ratings of happy infant displays and greater subjective negative reactions to sad infants. Finally, patients showed a significantly lower production of facial expressions, especially in response to the happy infant video clip. Insecure attachment was negatively correlated with positive facial expressions displayed in response to the happy infant and positively correlated with the intensity of negative emotions experienced in response to the sad infant video clip. Conclusion: People with EDs do not have marked abnormalities in their attentional processing of infant emotional faces. However, they do have a reduction in facial affect particularly in response to happy infants. Also, they report greater negative reactions to sadness, and rate positive emotions less intensively than HCs. This pattern of emotional responsivity suggests abnormalities in social reward sensitivity and might indicate new treatment targets. © 2014 Cardi et al.",,"adult; affect; anorexia nervosa; Article; attention; bulimia; controlled study; eating disorder; emotion; emotional attachment; emotionality; facial expression; female; happiness; human; major clinical study; reward; sadness; self report; social aspect; videorecording; visual stimulation; face; infant; mental health; pathophysiology; psychology; psychotherapy; young adult; Adult; Anorexia Nervosa; Bulimia Nervosa; Emotions; Face; Facial Expression; Female; Humans; Imagery (Psychotherapy); Infant; Mental Health; Young Adult",,,Article,Scopus,2-s2.0-84914696655
"Abend R., Pine D.S., Fox N.A., Bar-Haim Y.","Learning and memory consolidation processes of attention-bias modification in anxious and nonanxious individuals",2014,"Clinical Psychological Science","2","5",,"620","627",,8,10.1177/2167702614526571,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927655330&doi=10.1177%2f2167702614526571&partnerID=40&md5=fb4e3ea25075e2e6ed13c5e9f7dd0e6e","Recent evidence suggests that attention-bias-modification (ABM) procedures may reduce anxiety via computerized attention-training tasks. However, the mechanisms underlying the modification of attention patterns in anxiety remain largely unexplored. Here, we compared anxious and nonanxious participants in terms of learning and memory consolidation effects associated with training to attend either toward or away from threat. When trained to attend away from threat, the primary training condition in ABM treatment, anxious participants demonstrated impaired within-session learning. In contrast, consolidation of threat-related learning did not vary as a function of anxiety. These findings suggest that anxious participants have a selective difficulty in altering their threat-related attention patterns during ABM. This specific deficit could explain inconsistent findings in the ABM research base, as well as elucidate potential targets for optimizing ABM protocols in the treatment of anxiety. © The Author(s) 2013.","Anxiety; Attention-bias modification; Cognitive training; Consolidation; Learning; Memory",,,,Article,Scopus,2-s2.0-84927655330
"Kuckertz J.M., Amir N., Boffa J.W., Warren C.K., Rindt S.E.M., Norman S., Ram V., Ziajko L., Webb-Murphy J., McLay R.","The effectiveness of an attention bias modification program as an adjunctive treatment for Post-Traumatic Stress Disorder",2014,"Behaviour Research and Therapy","63",,,"25","35",,28,10.1016/j.brat.2014.09.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907813939&doi=10.1016%2fj.brat.2014.09.002&partnerID=40&md5=6626a26ad8d3b4dce41e885d7b73bb3f","Attention bias modification (ABM) may be an effective treatment for anxiety disorders (Beard, Sawyer, & Hofmann, 2012). As individuals with PTSD possess an attentional bias towards threat-relevant information ABM may prove effective in reducing PTSD symptoms. We examined the efficacy of ABM as an adjunct treatment for PTSD in a real-world setting. We administered ABM in conjunction with prolonged exposure or cognitive-processing therapy and medication in a community inpatient treatment facility for military personnel diagnosed with PTSD. Participants were randomized to either ABM or an attention control condition (ACC). While all participants experienced reductions in PTSD symptoms, participants in the ABM group experienced significantly fewer PTSD and depressive symptoms at post-treatment when compared to the ACC group. Moreover, change in plasticity of attentional bias mediated this change in symptoms and initial attentional bias moderated the effects of the treatment. These results suggest that ABM may be an effective adjunct treatment for PTSD. © 2014.","Attention training; Cognitive bias modification; PTSD","adult; Article; attention bias modification; attentional bias; clinical article; cognitive therapy; community hospital; controlled study; depression; female; hospital patient; human; male; nerve cell plasticity; posttraumatic stress disorder; psychopharmacotherapy; psychotherapy; randomized controlled trial; soldier; attention; middle aged; procedures; psychology; Stress Disorders, Post-Traumatic; treatment outcome; young adult; Adult; Attention; Cognitive Therapy; Female; Humans; Male; Middle Aged; Military Personnel; Stress Disorders, Post-Traumatic; Treatment Outcome; Young Adult","R34 MH073004-01, NIH, National Institutes of Health; R01 MH087623-04, NIH, National Institutes of Health","This project was supported by National Institutes of Health Grants R01 MH087623-04 and R34 MH073004-01 awarded to Dr. Amir.",Article,Scopus,2-s2.0-84907813939
"Dennis T.A., O’Toole L.J.","Mental health on the go: Effects of a gamified attention-bias modification mobile application in trait-anxious adults",2014,"Clinical Psychological Science","2","5",,"576","590",,41,10.1177/2167702614522228,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923400047&doi=10.1177%2f2167702614522228&partnerID=40&md5=3ab690f4de4adc121871eccce02c0394","Interest in the use of mobile technology to deliver mental-health services has grown in light of the economic and practical barriers to treatment. Yet research on alternative delivery strategies that are more affordable, accessible, and engaging is in its infancy. Attention-bias modification training (ABMT) has the potential to reduce treatment barriers as a mobile intervention for stress and anxiety, but the degree to which ABMT can be embedded in a mobile gaming format and its potential for transfer of benefits is unknown. In the present study, we examined effects of a gamified ABMT mobile application in highly trait-anxious participants (N = 78). A single session of the active training relative to the placebo training reduced subjective anxiety and observed stress reactivity. Critically, the long (45 min) but not the short (25 min) active training condition reduced the core cognitive process implicated in ABMT (threat bias) as measured by an untrained, gold-standard protocol. © The Author(s) 2013.","Anxiety; Attention-bias-modification training; Gamification; Mobile application; Stress",,"MD007599, NIMHD, National Institute on Minority Health and Health Disparities; NIMHD, National Institute on Minority Health and Health Disparities; NIH, National Institutes of Health; S06GM060654, NIMH, National Institute of Mental Health; K01MH075764, NIMH, National Institute of Mental Health; NIH, National Institutes of Health","The feedback at the end of the round (i.e., a trial) is determined by the round-level score, as shown in the following table: Score Jewel Sound Rejection None Error noise < 21,000 points Red Low-pitch positive noise 21,000–24,999  points Purple Medium-pitch positive noise ≥ 25,000 points Gold High-pitch positive noise We are grateful to Lee Dunn for her support and insight throughout the research project and to Sam Kaufman and Shawn Feeney for their outstanding efforts on development of the mobile application. Declaration of Conflicting Interests The authors declared that they had no conflicts of interest with respect to their authorship or the publication of this article. Funding This research was supported by National Institute of Mental Health Grants K01MH075764 and S06GM060654 awarded to T. A. Dennis. This publication was made possible by a Research Centers in Minority Institutions Program grant from the National Institute on Minority Health and Health Disparities (MD007599) of the National Institutes of Health and its contents are solely the responsibility of the authors and do not necessarily represent the official views of the NIMHD or the NIH. 1. We also tested whether effects of training condition on anxiety and stress reactivity were mediated by changes in attention biases by conducting a series of hierarchical multiple regressions using the PROCESS macro for SPSS ( Hayes, 2013 ). This procedure tests the product of the coefficient for (α), the effect of the independent variable (training condition) to the mediator (change in attentional bias, vigilance, or disengagement), with (β), the effect of the mediator to the dependent variable (anxiety and stress reactivity) when the independent variable is taken into account. Corresponding pretraining measures for the dependent variable, along with age, gender, and baseline measures of mood, were entered as covariates. The 95% CI for the direct path (αβ) was calculated. There were no significant mediation effects.",Article,Scopus,2-s2.0-84923400047
"Freijy T., Mullan B., Sharpe L.","Food-related attentional bias. Word versus pictorial stimuli and the importance of stimuli calorific value in the dot probe task,11Present address: School of Psychology &amp; Speech Pathology, Curtin University, WA 6845, Australia",2014,"Appetite","83",,,"202","208",,7,10.1016/j.appet.2014.08.037,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907507580&doi=10.1016%2fj.appet.2014.08.037&partnerID=40&md5=676433177104384c064a5fd9a6360228","Objective: The primary aim of this study was to extend previous research on food-related attentional biases by examining biases towards pictorial versus word stimuli, and foods of high versus low calorific value. It was expected that participants would demonstrate greater biases to pictures over words, and to high-calorie over low-calorie foods. A secondary aim was to examine associations between BMI, dietary restraint, external eating and attentional biases. It was expected that high scores on these individual difference variables would be associated with a bias towards high-calorie stimuli. Methods: Undergraduates (N = 99) completed a dot probe task including matched word and pictorial food stimuli in a controlled setting. Questionnaires assessing eating behaviour were administered, and height and weight were measured. Results: Contrary to predictions, there were no main effects for stimuli type (pictures vs words) or calorific value (high vs low). There was, however, a significant interaction effect suggesting a bias towards high-calorie pictures, but away from high-calorie words; and a bias towards low-calorie words, but away from low-calorie pictures. No associations between attentional bias and any of the individual difference variables were found. Discussion: The presence of a stimulus type by calorific value interaction demonstrates the importance of stimuli type in the dot probe task, and may help to explain inconsistencies in prior research. Further research is needed to clarify associations between attentional bias and BMI, restraint, and external eating. © 2014.","Attentional bias; Cognition; Dot probe; Eating behaviour; Food; Stimuli","adult; Article; attentional bias; body height; body mass; body weight; caloric intake; calorie; diet restriction; eating; feeding behavior; female; food; human; male; questionnaire; adolescent; adverse effects; attention; Australia; comparative study; educational model; food; learning; nutritional value; patient education; pilot study; procedures; reproducibility; student; teaching; university; young adult; Adolescent; Adult; Association Learning; Attention; Computer-Assisted Instruction; Energy Intake; Female; Food; Humans; Male; Models, Educational; New South Wales; Nutritive Value; Patient Education as Topic; Pilot Projects; Reproducibility of Results; Students; Universities; Verbal Learning; Young Adult",,,Article,Scopus,2-s2.0-84907507580
"Beshai S., Prentice J.L., Dobson K.S., Nicpon K.","Gender and Attention in Depression: Examining the Role of Modified Attention in Shifting Mood and Cognitions",2014,"Cognitive Therapy and Research","38","6",,"621","633",,4,10.1007/s10608-014-9631-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939872039&doi=10.1007%2fs10608-014-9631-y&partnerID=40&md5=ef079dae807e62712af68ba0a5cd231d","The modified selective attention hypothesis proposes that individuals showing signs of depression will fail to disengage from negative stimuli in the environment. Some research suggests that depressive symptoms decrease once this bias is “corrected”. Thus, attention may play a causal and/or sustaining role in depression. The present study examined whether (a) attention can be modified in a student sample to induce a negative attentional bias; and (b) this trained attentional bias will be associated with negative shifts in mood and cognitions. A sample of undergraduates (N = 112) were recruited and asked to complete questionnaires designed to measure depressive symptoms, mood, and negative thoughts toward the self. Participants were then randomly assigned to either an attend-negative (n = 60) or a no-training control condition (n = 52), and asked to complete a computer task. In the attend-negative condition, the computer task (dot probe) was designed to elicit a transient attentional bias toward negative stimuli. After the completion of this task, participants completed the questionnaires a second time. Participants in the experimental condition evidenced higher negative attentional bias scores in comparison to control participants. Further, females demonstrated more negative attention at the end of the training relative to males. Repeated measures analysis of variances further found that following the completion of the computer task, both groups evidenced a negative shift in mood. These results must be interpreted with caution given that baseline attentional biases were not measured in this study. Replication and extension of the findings of this study is necessary. © 2014, Springer Science+Business Media New York.","Attention modification; Cognitive bias; Depression; Gender",,,,Article,Scopus,2-s2.0-84939872039
"Zhang Y., Kong F., Han L., Najam ul Hasan A., Chen H.","Attention bias in earthquake-exposed survivors: An event-related potential study",2014,"International Journal of Psychophysiology","94","3",,"358","364",,2,10.1016/j.ijpsycho.2014.09.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910077115&doi=10.1016%2fj.ijpsycho.2014.09.004&partnerID=40&md5=7d386ac25bc7e204218f0ea31168db4a","The Chinese Wenchuan earthquake, which happened on the 28th of May in 2008, may leave deep invisible scars in individuals. China has a large number of children and adolescents, who tend to be most vulnerable because they are in an early stage of human development and possible post-traumatic psychological distress may have a life-long consequence. Trauma survivors without post-traumatic stress disorder (PTSD) have received little attention in previous studies, especially in event-related potential (ERP) studies. We compared the attention bias to threat stimuli between the earthquake-exposed group and the control group in a masked version of the dot probe task. The target probe presented at the same space location consistent with earthquake-related words was the congruent trial, while in the space location of neutral words was the incongruent trial. Thirteen earthquake-exposed middle school students without PTSD and 13 matched controls were included in this investigation. The earthquake-exposed group showed significantly faster RTs to congruent trials than to incongruent trials. The earthquake-exposed group produced significantly shorter C1 and P1 latencies and larger C1, P1 and P2 amplitudes than the control group. In particular, enhanced P1 amplitude to threat stimuli was observed in the earthquake-exposed group. These findings are in agreement with the prediction that earthquake-exposed survivors have an attention bias to threat stimuli. The traumatic event had a much greater effect on earthquake-exposed survivors even if they showed no PTSD symptoms than individuals in the controls. These results will provide neurobiological evidences for effective intervention and prevention to post-traumatic mental problems. © 2014 Elsevier B.V.","Attention bias; Earthquake-exposed survivors; ERPs","adolescent; Article; attentional bias; China; comparative study; controlled study; DSM-IV-TR; earthquake; electroencephalogram; event related potential; female; human; latent period; male; middle school student; normal human; posttraumatic stress disorder; prediction; reaction time; survivor; threat; attention; evoked visual response; photostimulation; physiology; procedures; psychology; randomized controlled trial; Stress Disorders, Post-Traumatic; Adolescent; Attention; Earthquakes; Evoked Potentials, Visual; Female; Humans; Male; Photic Stimulation; Reaction Time; Stress Disorders, Post-Traumatic; Survivors","11YJC190036","This research was supported and granted by Youth Project from the Ministry of Education of Humanities and Social Sciences, China ( 11YJC190036 ) to Yan Zhang. We thank all participants for their time and interest as well as the editor and reviewers for their valuable feedback.",Article,Scopus,2-s2.0-84910077115
"Kam J.W.Y., Nagamatsu L.S., Handy T.C.","Visual asymmetry revisited: Mind wandering preferentially disrupts processing in the left visual field",2014,"Brain and Cognition","92",,,"32","38",,1,10.1016/j.bandc.2014.10.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908632063&doi=10.1016%2fj.bandc.2014.10.002&partnerID=40&md5=f346f73a9d469c15e02fe9cb31d228f4","An emerging theory proposes that visual attention operates in parallel at two distinct time scales - a shorter one (<1. s) associated with moment-to-moment orienting of selective visuospatial attention, and a longer one (>10. s) associated with more global aspects of attention-to-task. Given their parallel nature, here we examined whether these comparatively slower fluctuations in task-related attention show the same visual field asymmetry - namely, a right visual field bias - as often reported for selective visual-spatial attention. Participants performed a target detection task at fixation while event-related potentials (ERP) time-locked to task-irrelevant visual probes presented in the left and right visual fields were recorded. At random intervals, participants were asked to report whether they were ""on-task"" or ""mind wandering"". Our results demonstrated that sensory attenuation during periods of ""mind wandering"" relative to ""on-task"", as measured by the visual P1 ERP component at electrodes sites contralateral to the stimulus, was only observed for probes presented in the left visual field. In contrast, the magnitude of sensory gain in the right visual field was insensitive to whether participants were ""on-task"" or ""mind wandering"". Taken together, our results support the notion that task-related attention at longer time scales and spatial attention at shorter time scales affect the same underlying mechanism in visual cortex. © 2014 Elsevier Inc.","Mind wandering; P100 ERP; Sensory gain; Visual field asymmetry","adult; Article; attentional bias; cognition; electrode; event related potential; female; human; human experiment; information processing; left visual field; male; mind wandering; neuromodulation; normal human; response time; right visual field; selective attention; sensory gain control; sensory stimulation; stimulus response; task performance; vision test; visual field; visual field asymmetry; visual system function; visual system parameters","NSERC, Natural Sciences and Engineering Research Council of Canada","We are grateful for Camila Fujiwara’s help with data collection. We also thank all our participants for their time and participation in our study. JWYK, LSN, and TCH were all supported by the Natural Sciences and Engineering Research Council of Canada .",Article,Scopus,2-s2.0-84908632063
"Waters A.M., Farrell L.J., Zimmer-Gembeck M.J., Milliner E., Tiralongo E., Donovan C.L., McConnell H., Bradley B.P., Mogg K., Ollendick T.H.","Augmenting one-session treatment of children's specific phobias with attention training to positive stimuli",2014,"Behaviour Research and Therapy","62",,,"107","119",,20,10.1016/j.brat.2014.07.020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910088016&doi=10.1016%2fj.brat.2014.07.020&partnerID=40&md5=99b4a6a55be65d7c9f36142fd8f7c8c7","This study examined the efficacy of combining two promising approaches to treating children's specific phobias, namely attention training and one 3-h session of exposure therapy ('one-session treatment', OST). Attention training towards positive stimuli (ATP) and OST (ATP+OST) was expected to have more positive effects on implicit and explicit cognitive mechanisms and clinical outcome measures than an attention training control (ATC) condition plus OST (ATC+OST). Thirty-seven children (6-17 years) with a specific phobia were randomly assigned to ATP+OST or ATC+OST. In ATP+OST, children completed 160 trials of attention training responding to a probe that always followed the happy face in happy-angry face pairs. In ATC+OST, the probe appeared equally often after angry and happy faces. In the same session, children completed OST targeting their phobic situation/object. Clinical outcomes included clinician, parent and child report measures. Cognitive outcomes were assessed in terms of change in attention bias to happy and angry faces and in danger and coping expectancies. Assessments were completed before and after treatment and three-months later. Compared to ATC+OST, the ATP+OST condition produced (a) significantly greater reductions in children's danger expectancies about their feared situations/object during the OST and at three-month follow-up, and (b) significantly improved attention bias towards positive stimuli at post-treatment, which in turn, predicted a lower level of clinician-rated phobia diagnostic severity three-months after treatment. There were no significant differences between ATP+OST and ATC+OST conditions in clinician, parent, or child-rated clinical outcomes. Training children with phobias to focus on positive stimuli is effective in increasing attention towards positive stimuli and reducing danger expectancy biases. Studies with larger sample sizes and a stronger 'dose' of ATP prior to the OST may reveal promising outcomes on clinical measures for training attention towards positive stimuli. © 2014 Elsevier Ltd.","Attention training; Children; Exposure therapy; Phobias","adolescent; age distribution; Article; attentional bias; attentional bias modification training towards positive stimuli; child; child care; child parent relation; cognitive therapy; controlled study; coping behavior; disease severity; DSM-IV; executive function; facial expression; female; follow up; Global Assessment of Functioning; human; major clinical study; male; neuropsychological test; one session treatment; outcome assessment; phobia; photography; preschool child; prognosis; randomized controlled trial; response time; school child; separation anxiety; Short Mood and Feelings Questionnaire; social phobia; specific phobia; Spence Children Anxiety Scale; State Trait Anxiety Inventory; stimulus response; task performance; treatment duration; treatment response; visual stimulation; attention; behavior therapy; cognitive therapy; emotion; Phobic Disorders; physiology; procedures; psychology; treatment outcome; Adolescent; Attention; Child; Cognitive Therapy; Emotions; Female; Humans; Implosive Therapy; Male; Phobic Disorders; Treatment Outcome",,"This research was supported by a Griffith University Areas of Strategic Investment in Chronic Disease Prevention Grant awarded to the authors. Thanks are due to the Study Coordinator, Ms Emily Allen, and the team of clinicians who worked on this project.",Article,Scopus,2-s2.0-84910088016
